Name,Interview #,Transcript,Number of Keywords?,Video ID,Transcript (with subtitle time markers I think?),FLORENCE,SISTER/TWIN,ATTIC,BABY,MURDER,P,Simon,Jenn,Holly
EVE,1, It was married couple stuff. A stupid argument nothing specific. No one knows how to push your buttons better than those you're close to ,11,111, %1%It was married couple stuff.#A stupid argument; nothing specific.%7%No one knows how to push your buttons#better than those you're close to…%12,,,,,,25,FALSE,TRUE,TRUE
EVE,1, No. I mean yes. We have arguments. But  he never runs off. He always comes back we make up. It’s always that way. ,12,112, %0.25%No.%2%I mean yes.#We have arguments. But…%4%…he never runs off.%6.75%He always comes back; we make up.%10%It’s always that way.%999,,,,,,0,FALSE,FALSE,TRUE
EVE,1, A long time We got married when I was seventeen. ,7,113, %1.5%A long time…%5%We got married when I was seventeen.%999,,,,,,0,FALSE,FALSE,TRUE
EVE,1, Childhood sweethearts? Something like that. Are you married detective? ,10,114, %0.25%Childhood sweethearts?%4%Something like that.%7.5%Are you married; detective?%999,,,,,,25,FALSE,FALSE,TRUE
EVE,1, Suicide? No. He would never do anything like that. He’s not the kind of person to do anything like that. To hurt himself? No. ,11,115, %0.25%Suicide? No.%3.5%He would never do anything like that.%5%He’s not the kind of person to#do anything like that.%8%To hurt himself?%10%No.%999,,,,,,0,FALSE,FALSE,TRUE
EVE,1, No. Not drugs. I mean he drinks. But never very much. He goes to the pub and has one or two. Sometimes we go together. He has wine with food. But no he doesn't have any kind of drinking problem. ,17,116, %0.25%No. Not drugs.%2.5%I mean; he drinks.#But never very much.%6.5%He goes to the pub and has one or two.#Sometimes we go together.%11.5%He has wine with food. But no he doesn't have#any kind of drinking problem.%999,,,,,,0,FALSE,FALSE,TRUE
EVE,1, Yes. There’s a car that we share. A Cavalier. And a van he uses for work. It’s owned by Eric but we look after it. Both of them are there now parked on the street. I’m not sure about the keys for the van. I can look for you when I get back. ,17,117, %0.5%Yes. There’s a car that we share.#A Cavalier. %5%And a van he uses for work. It’s owned by#Eric; but we look after it.%10%Both of them are there now;#parked on the street.%13%I’m not sure about the keys for the van.#I can look for you when I get back.%999,,,,,,0,TRUE,FALSE,TRUE
EVE,1, No. I’m not sure what strange would be but he hasn't been acting odd. He’s been busy at his work but nothing too stressful. ,11,118, %.5%No.%2.5%I’m not sure what strange would be;#but he hasn't been acting odd.%7%He’s been busy at his work; but nothing#too stressful.%999,,,,,,0,FALSE,FALSE,TRUE
EVE,1, Sure. Yes. Of course. If that would help. Will you phone the house to let me know when you want to come around? Then I can make sure I'm there. ,10,119, %.5%Sure. Yes. Of course.#If that would help.%4%Will you phone the house to let me know#when you want to come around?%6.5%Then I can make sure I'm there.%999,,,,,,25,FALSE,FALSE,TRUE
EVE,1, He has a wallet. A huge silly thing. Leather. Real leather I think. He packs it full of stuff  business cards receipts lottery tickets. He always carries it in his back pocket. I think that's why he’s got a bad back. Offsets the discs. I haven't seen it so he must have it on him. He always takes it out of his back pocket before  when he comes in if he's in the house. ,33,120, %0.5%He has a wallet. A huge; silly thing.%4%Leather.#Real leather; I think.%8%He packs it full of stuff.#Business cards; receipts; lottery tickets.%14%He always carries it in his back pocket.#I think that's why he’s got a bad back.%18.5%Offsets the discs.%21.5%I haven't seen it so he#must have it on him.%25.5%He always takes it out of his back pocket.#Before…%29%When he comes in; if he's in the house.%33,,,,,,25,FALSE,TRUE,TRUE
EVE,1, Yes that would be in his wallet. It’s a Visa. A silver one. He doesn't like to spend money he doesn't have so he usually pays with cash but  Eric convinced him to get one. ,15,121, %0.25%Yes; that would be in his wallet.%3%It’s a Visa.#A silver one.%6.5%He doesn't like to spend money he doesn't have; so he usually pays with cash; but…%12%…Eric convinced him to get one.%14,,,,,,0,TRUE,FALSE,TRUE
EVE,1, Sure. I think. I do all the bills and paperwork and handle all the money stuff so  should be easy for me to find. Do you want them dropped off to you? ,12,122, %0.5% Sure. I think.%3%I do all the bills and paperwork#and handle all the money stuff so…%7%…should be easy for me to find.%10%Do you want them dropped off to you?%999,,,,,,0,FALSE,TRUE,TRUE
EVE,1, Yes! There's an Amstrad one. No one uses it for much. There’s a printer so you can write letters on it. Simon sometimes plays games. You know climb the tower save the princess. That kind of thing. ,17,123, %1.5%Yes! There's an Amstrad one.%4.5%No one uses it for very much. There’s a#printer; so you can write letters on it.%9%Simon sometimes plays games.%11.5%You know; climb the tower; save the princess.#That kind of thing.%999,,,,,,0,FALSE,FALSE,TRUE
EVE,1, No he doesn't keep a diary. That’s my thing. I’ve kept one well as long as I can remember. Since I was a girl. Helps make sense of my day. When you're forced to put something into words  just gives you perspective. Everyone’s on the same page. ,24,124, %0.5%No; he doesn't keep a diary.#That’s my thing. %5.5%I’ve kept one; well; as long as I can remember.#Since I was a girl.%11.5%Helps make sense of my day.%14.5%When you're forced to put something into words…%18%…just gives you perspective.#Everyone’s on the same page.%999,,,,,,25,TRUE,FALSE,TRUE
EVE,1, Simon isn't the type to run off or do anything crazy. Someone must have done something to him or there must have been some kind of accident. So what do we do next? ,18,125, %1%Simon isn't the type to run off#or do anything crazy.%8.5%Someone must have done something to him#or there must have been some kind of accident. %15.5%So what do we do next?%999,,,,,,0,FALSE,FALSE,TRUE
EVE,1, Yeah thanks. Please find Simon. I love him so much. ,11,126, %0.5%Yeah; thanks.%3%Please find Simon.#I love him so much.%8,,,,,,25,FALSE,FALSE,FALSE
HANNAH,2, Could I have a cup of tea? ,3,201, %1%Could I have a cup of tea?%999,,,,,,0,FALSE,FALSE,TRUE
HANNAH,2, I haven't been in to work I've been I mean I guess I've just been waiting. Waiting to hear from you. Hear from my husband. ,10,202, %1%I haven't been in to work; I've been…#I mean I guess I've just been waiting.%6%Waiting to hear from you.#Hear from my husband.%999,,,,,,0,FALSE,FALSE,TRUE
HANNAH,2, Bruise? Oh yeah. No it's nothing. I was going through the top cupboard in my kitchen and the chair slipped and I kind of hit the door with my face. I mean it hurt like hell. ,13,203, %0.25%Bruise?%1.5%Oh; yeah. No; it's nothing.%4%I was going through the top#cupboard in my kitchen…%6%and the chair slipped and#I kind of hit the door with my face.%9.5%I mean; it hurt like hell.%999,,,,,,50,TRUE,TRUE,TRUE
HANNAH,2, I’ve been round to Doug and Eleanor's and they’re very worried. I feel sorry for them. ,7,204, %1%I’ve been round to Doug and Eleanor's #and they’re very worried.%5.5%I feel sorry for them.%99,,,,,,0,FALSE,FALSE,TRUE
HANNAH,2, Well Eric was like an uncle to him. They were pretty close they spend a lot of time with each other. Especially when they have to go to conferences. Have you met his wife Diane? ,11,205, %1%Well; Eric was like an uncle to him.%3%They were pretty close; they spend#a lot of time with each other.%6%Especially when they have to go to conferences. %9%Have you met his wife Diane?%999,,,,,,0,TRUE,FALSE,TRUE
HANNAH,2, Diane is really nice. She helps out at the glaziers organises the Christmas Party that sort of thing. They have two kids really sweet kids. She looked out for me when I worked there. ,14,206, %0.5%Diane is really nice.%2.5%She helps out at the glaziers; organises#the Christmas Party; that sort of thing.%7%They have two kids; really sweet kids.%11%She looked out for me when I worked there.%999,,,,,,0,FALSE,FALSE,TRUE
HANNAH,2, OK. I’ll try my best to remember. ,4,207, %0.25%OK.%2%I’ll try my best to remember.%4,,,,,,0,FALSE,FALSE,FALSE
HANNAH,2, Yes. He left after the argument. It was about eight o’clock. ,7,208, %0.25%Yes.%2%He left after the argument.#It was about eight o’clock.%999,,,,,,0,FALSE,FALSE,TRUE
HANNAH,2, Yes that’s my birthday. Not one of the big ones but I guess you can see that. ,7,209, %1%Yes; that’s my birthday.%3.5%Not one of the big ones but#I guess you can see that.%7,,,,,,25,FALSE,TRUE,TRUE
HANNAH,2, Yeah. I guess. I’m quite a private person and I didn’t want to really get into the detail of the argument. ,11,210, %1.5%Yeah. I guess.%5%I’m quite a private person and I didn’t want#to really get into the detail of the argument.%999,,,,,,25,FALSE,FALSE,TRUE
HANNAH,2, It was my birthday like you said. We were going to have a meal at home. We had our meal. He gave me his present. I guess I didn't like the present. ,12,211, %1%It was my birthday; like you said.%3%We were going to have a meal at home.#We had our meal.%7%He gave me his present.#I guess I didn't like the present.%999,,,,,,25,FALSE,TRUE,TRUE
HANNAH,2, It wasn't the present so much. It was one of those arguments that has been simmering for a while. The present was a mirror. A nice mirror. He'd engraved the glass. The kind of mirror a princess would have in a story. He made it specially for me. ,18,212, %1%It wasn't the present so much.%3%It was one of those arguments#that has been simmering for a while.%6.5%The present was a mirror.#A nice mirror.%10%He'd engraved the glass. The kind#of mirror a princess would have in a story.%16%He made it specially for me.%999,,,,,,50,TRUE,TRUE,TRUE
HANNAH,2, When you've been married for ten years stuff accumulates. We could argue about anything. And he's so nice that doesn't help. He tries to smooth things over and that just makes it worse. We’re both passive aggressive so we never normally argue directly about anything. ,19,213, %1.5%When you've been married#for ten years stuff accumulates.%5%We could argue about anything.%7%And he's so nice; that doesn't help.%10%He tries to smooth things over#and that just makes it worse.%15%We’re both passive aggressive so we never#normally argue directly about anything.%999,,,,,,0,FALSE,TRUE,TRUE
HANNAH,2, What about us? ,2,214, %0.5%What about us?%999,,,,,,0,FALSE,FALSE,FALSE
HANNAH,2, I did? Well we met when we were seventeen both working at the glaziers. ,8,215, %1.25%I did?%3%Well; we met when we were seventeen;#both working at the glaziers.%999,,,,,,0,FALSE,FALSE,TRUE
HANNAH,2, Yeah when I was at school. I worked part time in the front shop. It was sort of an extended family thing. My dad used to work there my mum used to work there before I was born. I took care of paperwork filing things typing out invoices that kind of thing. It was a good job for a girl back then. I didn’t work a till or anything I was quite shy so I wouldn’t have liked to work a till. ,29,216, %0.5%Yeah; when I was at school.#I worked part time; in the front shop.%7%It was sort of an extended family thing.%9%My dad used to work there; my mum#worked there before I was born.%14%I took care of paperwork; filing;#typing out invoices; that kind of thing.%20%It was a good job for a girl back then.%22.5%I didn’t work a till or anything; I was quite shy#so I wouldn’t have liked to have worked a till.%99,,,,,,0,FALSE,FALSE,TRUE
HANNAH,2, No. He was as shy as me. I asked well I asked a friend to ask him out for me. We had our first date at the Odeon in North End. We went to see Risky Business. I had on my one best dress. Simon paid and bought me a Wispa and I was worried about getting chocolate on my teeth. ,23,217, %1%No. He was as shy as me.%3.5%I asked; well; I asked a friend#to ask him out for me.%8.5%We had our first date at the Odeon#in North End.%12%We went to see Risky Business.%14.5%I had on my one best dress.%17.5%Simon paid and bought me a Wispa and I was#worried about getting chocolate on my teeth.%999,,,,,,25,FALSE,FALSE,TRUE
HANNAH,2, I got pregnant. Both our parents had a big pow wow. We weren't even in the room and they decided we should get married. ,11,218, %1.5%I got pregnant.%4%Both our parents had a big pow wow.%7%We weren't even in the room#and they decided we should get married.%999,,,,,,50,FALSE,TRUE,TRUE
HANNAH,2, I guess you could call it that but we were both both happy to get married. It was a beautiful wedding. We had our first dance to Come Back and Stay. I’m not sure if that's a good wedding song but I loved it I chose it. It was genuinely our first dance -- we'd never danced together before. It was probably awful to watch but I enjoyed it. It felt like it was just me and Simon for that moment just the two of us. ,36,219, %1%I guess you could call it that; but we were#both; both happy to get married.%7.5%It was a beautiful wedding.%11%We had our first dance to Come Back and Stay.%13.5%I’m not sure if that's a good wedding song;#but I loved it; I chose it.%19.5%It was genuinely our first dance. We’d never danced together before.%24.5%It was probably awful to watch;#but I enjoyed it.%29%It felt like it was just me and Simon;#for that moment; just the two of us.%999,,,,,,50,FALSE,TRUE,TRUE
HANNAH,2, We spent the wedding night in a hotel in Brighton. It would have been too much to do more we were saving for the baby. It was wonderful to be in a hotel away from home just alone together. Since then we've always tried to get away for our holiday. ,16,220, %0.5%We spent the wedding night#in a hotel in Brighton.%3%It would have been too much to do more;#we were saving for the baby.%6.5%It was wonderful to be in a hotel;#away from home; just alone together.%13%Since then; we've always tried to get#away for our holiday.%999,,,,,,25,TRUE,FALSE,TRUE
HANNAH,2, We couldn't afford our own place. Simon dropped out of school went full time at the glaziers. That was Eric's generosity. We moved in with his mum and dad. They had a spare room for us and the baby if it came. It was a nice change time to my self living there for those months full of hope. ,25,221, %1%We couldn't afford our own place.%3.5%Simon dropped out of school;#went full time at the glaziers.%6.5%That was Eric's generosity.%9.5%We moved in with his mum and dad. They had a spare room for us and the baby; if it came.%17%It was a nice change; time to my self;#living there for those months; full of hope.%999,,,,,,0,TRUE,FALSE,TRUE
HANNAH,2, No. I lost the baby. Had a miscarriage at eight months. We carried on living at Simon's parents until well it was only a few months after ,14,222, %0.75%No. I lost the baby.%4%Had a miscarriage at eight months.%8%We carried on; living at Simon's parents#until; well it was only a few months after…%999,,,,,,50,TRUE,FALSE,TRUE
HANNAH,2, Then my parents died. It was the worst year of my life. The miscarriage and then my parents. ,12,223, %0.75%Then my parents died.%3.75%It was the worst year of my life.%7%The miscarriage and then my parents.%999,,,,,,50,FALSE,FALSE,TRUE
HANNAH,2, At the time they said it was poison. Food poisoning. I felt so guilty. If I had still been at home maybe I could have done something. I don't know. ,13,224, %0.5%At the time they said it was poison.#Food poisoning.%5.5%I felt so guilty.%7.5%If I had still been at home;#maybe I could have done something.%11%I don't know.%999,,,,,,50,FALSE,FALSE,TRUE
HANNAH,2, Yes. I inherited it from my parents so it made sense to move back. Me and Simon. Felt like going back to old ways before the pregnancy. Reminded me of being a girl. The dollhouse in the attic old things. We didn't sleep in my parent’s bedroom for a long time. We decorated it as soon as we moved in but it was another year before we started sleeping there. ,28,225, %0.25%Yes.%1.6%I inherited it from my parents#so it made sense to move back.%6%Me and Simon.%8%Felt like going back to old ways;#before the pregnancy.%12.5%Reminded me of being a girl.#The dollhouse in the attic; old things.%18%We didn't sleep in my parent’s#bedroom for a long time. %21%We decorated it as soon as we moved in; but it was#another year before we started sleeping there.%999,,,,,,25,TRUE,TRUE,TRUE
HANNAH,2, I got a job. To contribute you know. Doug knew someone and I got a job as a dinner lady at the primary school. They said it didn't matter if I could cook or not just don't poison the kids! So you see it's always been complicated between me and Simon. It’s never just been the two of us. There’s always been pressure. ,28,226, %1%I got a job. To contribute; you know.%5%Doug knew someone and I got a job as a#dinner lady at the primary school.%9.5%They said it didn't matter if I could cook#or not; just don't poison the kids!%16%So you see it's always been complicated#between me and Simon.%21%It’s never just been the two of us.#There’s always been pressure.%999,,,,,,0,FALSE,FALSE,TRUE
HANNAH,2, I mean I don’t know. Something must have happened to him on his way home. He could be hurt. I mean why hasn't he phoned? It doesn’t I don't know. ,14,227, %1%I mean; I don’t know.%3.5%Something must have happened#to him on his way home.%6.5%He could be hurt.%8%I mean why hasn't he phoned?%11%It doesn’t… I don't know.%999,,,,,,0,FALSE,FALSE,TRUE
HANNAH,2, Oh God. I don't know. I mean I guess The Rock? You’ve spoken to everyone there? Someone must have seen where he went. I don't know. So many things could have gone wrong. ,16,228, %0.5%Oh; God. I don't know.%3%I mean… I guess The Rock?#You’ve spoken to everyone there?%8%Someone must have seen where he went.%11%I don't know.#So many things could have gone wrong.%999,,,,,,0,FALSE,FALSE,TRUE
HANNAH,2, No. I mean he was everyone loves Simon. He was so nice. To everyone. He loves me. ,13,229, %0.5%No. I mean he was…#everyone loves Simon. %5.5%He was so… nice. To everyone.%11%He loves me.%999,,,,,,0,FALSE,FALSE,TRUE
HANNAH,2, Fine. I've never had my fingerprints taken before. I once burned my hand on the oven ,7,230, %1%Fine. I've never had my#fingerprints taken before.%5%I once burned my hand on the oven…%999,,,,,,25,FALSE,FALSE,FALSE
HANNAH,2, OK. I’ve given blood before. Do you need to take that for your records? ,8,231, %0.8%OK.%3% %4.5%I’ve given blood before. Do you need#to take that for your records?%999,,,,,,0,FALSE,FALSE,TRUE
EVE,3, No it’s OK the other detective has just gone to get me one. ,5,301, %1%No; it’s OK; the other detective#has just gone to get me one.%999,,,,,,0,FALSE,FALSE,TRUE
EVE,3, Oh it tastes fine to me. As long as it's black and strong I'm good. ,5,302, %1%Oh; it tastes fine to me. As long as#it’s black and strong; I'm good.%999,,,,,,0,FALSE,FALSE,FALSE
EVE,3, Nothing like this has ever happened to me before. The blood  It’s probably the worst thing that has happened to me. ,13,303, %2%Nothing like this has ever happened to me before.%5% %7.5%The blood…%9.5% %10.5%It’s probably the worst thing#that has happened to me.%999,,,,,,25,FALSE,FALSE,TRUE
EVE,3, The bruise? I have a really fast metabolism so stuff like that just comes and goes. I don't know if there's much more that I can tell you that I haven’t already told the other policeman. I found the body I ,22,304, %1%The bruise?%3.5%I have a really fast metabolism so#stuff like that just comes and goes.%9% %11.5%I don't know if there's much more#that I can tell you…%13.5%…that I haven’t already told#the other policeman.%17%I found the body…%20%I…%999,,,,,,25,TRUE,TRUE,TRUE
EVE,3, You think it's murder? Clearly it's murder. Well what can I do to help? ,11,305, %0.75%You think it's murder?%3.5%Clearly it's murder.%8.5%Well; what can I do to help?%999,,,,,,25,TRUE,TRUE,TRUE
EVE,3, It was after dinner. I’d spoken to Simon's parents on the phone. I locked up for an early night and I suddenly had this thought I think it was something his mum had said. She‘d been speaking about old stuff. Sad stuff. About when we lived there. About the baby. There’s some boxes in the cellar. Nursery stuff. Stuff we never needed and I never had the heart to throw out. I suddenly remembered that when I'd looked down there the week before  those boxes that pile was in the wrong place. I went cold all over. I went down there with a torch and went straight to the back  and that's when I saw the bin bags. Pulled them open. Saw the body. I screamed and that’s when I called the police. ,73,306, %3.5%It was after dinner.#I’d spoken to Simon's parents on the phone. %8%I locked up for an early night and I#suddenly had this thought…%12.5%I think it was something his mum had said.%15.5%She‘d been speaking about old stuff.#Sad stuff.%22%About when we lived there.#About the baby.%27.5%There’s some boxes in the cellar.#Nursery stuff.%31.25%Stuff we never needed and I#never had the heart to throw out.%37%I suddenly remembered that when I'd looked#down there the week before…%41%…those boxes…#that pile was in the wrong place.%47%I went cold all over.%51.5%I went down there with a torch and#went straight to the back…%56%…and that's when I saw the bin bags.%60% %62%Pulled them open. Saw the body.%69%I screamed and#that’s when I called the police.%999,,,,,,75,TRUE,TRUE,TRUE
EVE,3, His body it didn't look real. His throat  it looked like his throat had been cut. And I didn't see his glasses. He has these thick glasses. Doesn’t always wear them. ,38,307, %3%His body… it didn't look real.%11%His throat…%16%…it looked like his throat had been cut.%23%And I didn't see his glasses.#He has these thick glasses.%30% %34.5%Doesn’t always wear them.%999,,,,,,50,FALSE,TRUE,TRUE
EVE,3, No. The whole thing was wrong. The bags. I think they were from our kitchen you can probably check that. We never go into the cellar It’s just a place we put things we don't need. Dad used to grow mushrooms there. The bags were taped up. I think it was parcel tape. I think it was ours. ,36,308, %1.5%No.%5%The whole thing was wrong.%8.5%The bags.%13%I think they were from our kitchen;#you can probably check that.%17.5%We never go into the cellar.#It’s just a place we put things we don't need.%23.5%Dad used to grow mushrooms there.%26.5% %28.5%The bags were taped up. I think it was parcel tape.#I think it was ours.%999,,,,,,25,FALSE,FALSE,TRUE
EVE,3, I wasn't in the house. ,7,309, %2%I wasn't in the house.%6,,,,,,0,FALSE,FALSE,TRUE
EVE,3, I wasn't in the house all of Friday night. After the argument after Simon left I left too. I was upset and I wanted to get away. So I took the car. ,21,310, %1.25%I wasn't in the house all of Friday night.%6%After the argument; after Simon left;#I left too.%13%I was upset and I wanted to get away.#So I took the car.%999,,,,,,50,FALSE,FALSE,TRUE
EVE,3, I got in the car and I drove. I just kept driving north. Just kept going just wanted to get away as far as I could. When I finally stopped I was all the way up in Glasgow. I was so tired just had to sleep. ,23,311, %0.1%I got in the car and I drove.%5%I just kept driving north. Just kept going;#just wanted to get away as far as I could.%11%When I finally stopped;#I was all the way up in Glasgow.%17%I was so tired; I just had to sleep.%999,,,,,,50,FALSE,TRUE,TRUE
EVE,3, I left the next day Saturday. I slept for a few hours in the car and when I woke up I came straight back. Simon wasn't returning my calls and I wanted to try and make up. I got back to the house and Simon wasn't there and I I Excuse me! Is there a bin? ,32,312, %5%I left the next day; Saturday.%7.5%I slept for a few hours in the car#and when I woke up I came straight back.%14.5%Simon wasn't returning my calls and#I wanted to try and make up.%19.5%I got back to the house and#Simon wasn't there and I…%25%I…%27%Excuse me!%28.5%Is there a bin?%31,,,,,,25,TRUE,FALSE,TRUE
EVE,3, Yes I'm fine. I won't be sick again. This happens some days. I’m pregnant. It’s morning sickness. ,17,313, %1%Yes; I'm fine.%5%I won't be sick again.%7%This happens some days.%10% %11.5%I’m pregnant. %13% %14%It’s morning sickness.%999,,,,TRUE,,50,FALSE,TRUE,TRUE
EVE,3, No. Well yes. He found out on my birthday. I told him I was pregnant. ,11,314, %1%No.#Well; yes.%4.75%He found out on my birthday.%8%I told him I was pregnant.%999,,,,TRUE,,50,FALSE,TRUE,TRUE
EVE,3, Yes. It was a shock to him I mean we never thought it was possible. I don't know what he I mean I hadn’t decided whether to keep the baby I wasn't really ready to talk to him about it. ,20,315, %0.5%Yes.%3.5%It was a shock to him; I mean#we never thought it was possible.%9%I don't know what he…%12%I mean… I hadn’t decided#whether to keep the baby…%17%I wasn't really ready to talk to him about it.%999,,,,TRUE,,50,TRUE,FALSE,TRUE
EVE,3, It was late. Early Saturday morning. ,4,316, %0.5%It was late.#Early Saturday morning.%999,,,,,,0,FALSE,FALSE,TRUE
EVE,3, Yeah. I pulled over and slept in the car. This was just by the side of the road. I was exhausted. ,8,317, %0.2%Yeah. I pulled over and slept in the car.%3.5%This was just by the side of the road.#I was exhausted.%999,,,,,,0,FALSE,FALSE,FALSE
EVE,3, I think when I drove back it was about eight or something. I got back to the house about three. Three. ,12,318, %1%I think when I drove back it was#about eight or something.%7.5%I got back to the house about three.#Three.%999,,,,,,0,FALSE,FALSE,FALSE
EVE,3, When you suspect someone of murdering their husband? ,3,319, %1%When you suspect someone of murdering#their husband?%999,,,,,,25,FALSE,FALSE,TRUE
EVE,3, OK. So you want to eliminate me as a suspect? ,5,320, %0.5%OK.%3%So you want to eliminate me as a suspect?%999,,,,,,0,FALSE,FALSE,TRUE
EVE,3, OK. Sounds weird. I’m not great at making up stories. ,7,321, %1%OK. Sounds weird.%4.5%I’m not great at making up stories.%999,,,,,,0,FALSE,FALSE,FALSE
EVE,3, OK. There’s a girl and she's staring out the window. She’s sad? She’s trapped. She’s here She’s looking out the window because her mother won't let her out. ,17,322, %1%OK.%3%There’s a girl and she's staring out the window.%7.5%She’s sad?%11%She’s trapped.#She’s here…%14%She’s looking out the window#because her mother won't let her out.%999,,,,,,0,FALSE,FALSE,TRUE
